EAN;Omschrijving;Thema;Potkleur;Nederlandse naam
8,71719E+12;Heuchera 'Fire Chief';Specials;Zilver;Heuchera
8,71719E+12;Heuchera 'Flores Snow';Specials;Zilver;Heuchera
8,71719E+12;Heuchera 'Paris';Specials;Zilver;Heuchera
8,71204E+12;Heuchera vill. 'Chantilly';Specials;Zilver;Heuchera
8,71719E+12;Heuchera vill. 'Hip Hip Hooray';Specials;Zilver;Heuchera
8,71719E+12;Heuchera vill. 'Silver Grey';Specials;Zilver;Heuchera
8,71719E+12;Heuchera 'Zipper';Specials;Zilver;Heuchera
8,71719E+12;Heucherella 'Pink Revolution';Specials;Zilver;Heucherella
8,71204E+12;Liriope muscari;Specials;Zilver;Liriope
8,71347E+12;Liriope muscari 'Ingwersen';Specials;Zilver;Liriope
8,71347E+12;Liriope muscari 'Monroe White';Specials;Zilver;Liriope
8,71204E+12;Lychnis viscaria 'Plena';Specials;Zilver;Lychnis
8,71204E+12;Ophiopogon planiscapus 'Niger';Specials;Zilver;Ophiopogon
8,71719E+12;Pachyphragma macrophyllum;Specials;Zilver;Pachyphragma
8,71719E+12;Paeonia (L) 'Blaze';Specials;Zilver;Paeonia
8,71282E+12;Paeonia (LD) 'Krinkled White';Specials;Zilver;Paeonia
8,71347E+12;Paeonia (LD) 'Paula Fay';Specials;Zilver;Paeonia
8,71719E+12;Persicaria ampl. 'Blackfield';Specials;Zilver;Persicaria
8,71719E+12;Persicaria ampl. 'Bonfire';Specials;Zilver;Persicaria
8,71719E+12;Persicaria ampl. 'Lisan';Specials;Zilver;Persicaria
8,71719E+12;Persicaria ampl. 'Orange Field';Specials;Zilver;Persicaria
8,71719E+12;Persicaria ampl. 'Pink Elephant';Specials;Zilver;Persicaria
8,71719E+12;Persicaria ampl. 'White Eastfield';Specials;Zilver;Persicaria
8,71719E+12;Phlomis anisodonta subsp. 'Occidentalis';Specials;Zilver;Phlomis
8,71204E+12;Polygonatum multiflorum;Specials;Zilver;Polygonatum
8,71282E+12;Pulmonaria longifolia 'Diana Clare';Specials;Zilver;Pulmonaria
8,71204E+12;Pulmonaria off. 'Sissinghurst White';Specials;Zilver;Pulmonaria
8,71719E+12;Pulmonaria 'Shrimps on the Barbie';Specials;Zilver;Pulmonaria
8,71719E+12;Rudbeckia fulg. 'Little Goldstar';Specials;Zilver;Rudbeckia
8,71719E+12;Rudbeckia fulgida 'American Gold Rush';Specials;Zilver;Rudbeckia
8,71347E+12;Salvia moorcroftiana;Specials;Zilver;Salvia
8,71719E+12;Sanguisorba 'All Time High';Specials;Zilver;Sanguisorba
8,71719E+12;Scabiosa col. 'Flutter Pure White';Specials;Zilver;Scabiosa
8,71719E+12;Thalictrum 'Black Stockings';Specials;Zilver;Thalictrum
8,71204E+12;Thalictrum del. 'Hewitt's Double';Specials;Zilver;Thalictrum
8,71347E+12;Tiarella 'Spring Symphony';Specials;Zilver;Tiarella
8,71719E+12;(WI) Achillea ptarmica;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Allium Ursinum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Anemone nemorosa;Wild & Inheems;Taupe;(wi)
8,71204E+12;(WI) Anthemis tinctoria;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Aquilegia vulgaris;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Armeria maritima;Wild & Inheems;Taupe;(wi)
8,71282E+12;(WI) Briza media;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Campanula rotundifolia;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Centaurea jacea;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Cichorium intybus;Wild & Inheems;Taupe;(wi)
8,71204E+12;(WI) Clematis vitalba;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Clinopodium vulgare;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Dianthus carthusianorum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Dianthus deltoides;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Digitalis purpurea;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Dipsacus fullonum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Echium vulgare;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Eriophorum angustifolium;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Filipendula ulmaria;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Fragaria vesca;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Geranium phaeum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Geranium pratense;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Geranium pyrenaicum;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Geum rivale;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Hesperis matronalis;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Hieracium aurantiacum;Wild & Inheems;Taupe;(wi)
8,71204E+12;(WI) Hypericum perforatum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Knautia arvensis;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Leucanthemum vulgare;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Lunaria rediviva;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Lysimachia vulgaris;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Lythrum salicaria;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Malva moschata;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Malva sylvestris;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Medicago sativa;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Origanum vulgare;Wild & Inheems;Taupe;(wi)
8,71204E+12;(WI) Polystichum setiferum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Primula veris;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Prunella vulgaris;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Salvia pratensis;Wild & Inheems;Taupe;(wi)
8,71282E+12;(WI) Sanguisorba officinalis;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Saponaria officinalis;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Scabiosa columbaria;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Scrophularia nodosa;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Silene dioica;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Silene flos-cuculi;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Solidago virgaurea;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Stachys officinalis;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Succisa pratensis;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Symphytum officinale;Wild & Inheems;Taupe;(wi)
8,71282E+12;(WI) Tanacetum vulgare;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Thymus pulegioides;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Tragopogon pratensis;Wild & Inheems;Taupe;(wi)
8,71719E+12;(WI) Verbascum nigrum;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Veronica austr. subsp. teucrium;Wild & Inheems;Taupe;(wi)
8,71347E+12;(WI) Veronica longifolia;Wild & Inheems;Taupe;(wi)
